D:\chromeDownloads\Sorted\30Rock\30RockS01E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS01E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\30RockS02E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\30Rock\en\en.srt,Missing
D:\chromeDownloads\Sorted\30Rock\en\he.srt,Missing
D:\chromeDownloads\Sorted\30Rock\he\en.srt,Missing
D:\chromeDownloads\Sorted\30Rock\he\he.srt,Missing
D:\chromeDownloads\Sorted\90210\90210S01E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S01E23\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S02E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S03E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E23\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S04E24\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\90210S05E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\90210\en\en.srt,Missing
D:\chromeDownloads\Sorted\90210\en\he.srt,Missing
D:\chromeDownloads\Sorted\90210\he\en.srt,Missing
D:\chromeDownloads\Sorted\90210\he\he.srt,Missing
D:\chromeDownloads\Sorted\Angel\AngelS01E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS01E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS02E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS03E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS04E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS05E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS05E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\AngelS05E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Angel\en\en.srt,Missing
D:\chromeDownloads\Sorted\Angel\en\he.srt,Missing
D:\chromeDownloads\Sorted\Angel\he\en.srt,Missing
D:\chromeDownloads\Sorted\Angel\he\he.srt,Missing
D:\chromeDownloads\Sorted\Bones\BonesS01E02\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS01E04\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS01E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS01E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS01E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS01E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS02E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS03E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS03E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E01\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E03\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E05\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E06\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E07\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E08\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E09\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E10\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E11\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E12\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E13\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E14\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E15\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E16\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E17\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E18\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E19\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E20\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E21\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E22\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E23\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E24\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E25\en.srt,Synced and extracted phrases
D:\chromeDownloads\Sorted\Bones\BonesS04E26\en.srt,Synced and extracted phrases
